No.,Time,Source,Destination,Protocol,Length,Win
428,18.303145,10.0.0.2,10.0.0.1,TCP,66,170496
429,18.327797,10.0.0.2,10.0.0.1,TCP,66,170496
430,18.365479,10.0.0.1,10.0.0.2,TCP,1514,29696
431,18.40309,10.0.0.1,10.0.0.2,TCP,2962,29696
432,18.414352,10.0.0.1,10.0.0.2,TCP,1514,29696
433,18.416145,10.0.0.2,10.0.0.1,TCP,66,170496
434,18.515983,10.0.0.2,10.0.0.1,TCP,66,170496
435,18.553856,10.0.0.2,10.0.0.1,TCP,66,170496
436,18.565399,10.0.0.2,10.0.0.1,TCP,66,170496
437,18.578284,10.0.0.1,10.0.0.2,TCP,1514,29696
438,18.628255,10.0.0.1,10.0.0.2,TCP,2962,29696
439,18.640408,10.0.0.1,10.0.0.2,TCP,1514,29696
440,18.729602,10.0.0.2,10.0.0.1,TCP,78,170496
441,18.779773,10.0.0.2,10.0.0.1,TCP,78,170496
442,18.790857,10.0.0.2,10.0.0.1,TCP,78,170496
443,18.791892,10.0.0.1,10.0.0.2,TCP,1514,29696
444,18.842062,10.0.0.1,10.0.0.2,TCP,1514,29696
445,18.854121,10.0.0.1,10.0.0.2,TCP,1514,29696
446,18.943214,10.0.0.2,10.0.0.1,TCP,78,170496
447,18.993396,10.0.0.2,10.0.0.1,TCP,66,170496
448,19.004474,10.0.0.2,10.0.0.1,TCP,66,170496
449,19.005486,10.0.0.1,10.0.0.2,TCP,1514,29696
450,19.055653,10.0.0.1,10.0.0.2,TCP,1514,29696
451,19.079931,10.0.0.1,10.0.0.2,TCP,2962,29696
452,19.156045,10.0.0.2,10.0.0.1,TCP,66,170496
453,19.206291,10.0.0.2,10.0.0.1,TCP,66,170496
454,19.219396,10.0.0.1,10.0.0.2,TCP,1514,29696
455,19.230443,10.0.0.2,10.0.0.1,TCP,66,170496
456,19.268662,10.0.0.1,10.0.0.2,TCP,1514,29696
457,19.304772,10.0.0.1,10.0.0.2,TCP,2962,29696
458,19.317997,10.0.0.1,10.0.0.2,TCP,1514,29696
459,19.369776,10.0.0.2,10.0.0.1,TCP,66,170496
460,19.419352,10.0.0.2,10.0.0.1,TCP,66,170496
461,19.432543,10.0.0.1,10.0.0.2,TCP,1514,29696
462,19.455351,10.0.0.2,10.0.0.1,TCP,66,170496
463,19.468791,10.0.0.2,10.0.0.1,TCP,66,170496
464,19.481834,10.0.0.1,10.0.0.2,TCP,1514,29696
465,19.529805,10.0.0.1,10.0.0.2,TCP,2962,29696
466,19.541865,10.0.0.1,10.0.0.2,TCP,1514,29696
467,19.583082,10.0.0.2,10.0.0.1,TCP,66,170496
468,19.632223,10.0.0.2,10.0.0.1,TCP,66,170496
469,19.64529,10.0.0.1,10.0.0.2,TCP,1514,29696
470,19.68035,10.0.0.2,10.0.0.1,TCP,66,170496
471,19.692668,10.0.0.2,10.0.0.1,TCP,66,170496
472,19.694447,10.0.0.1,10.0.0.2,TCP,1514,29696
473,19.754698,10.0.0.1,10.0.0.2,TCP,2962,29696
474,19.766855,10.0.0.1,10.0.0.2,TCP,1514,29696
475,19.795618,10.0.0.2,10.0.0.1,TCP,66,170496
476,19.844965,10.0.0.2,10.0.0.1,TCP,66,170496
477,19.857862,10.0.0.1,10.0.0.2,TCP,1514,29696
478,19.905185,10.0.0.2,10.0.0.1,TCP,66,170496
479,19.956127,10.0.0.2,10.0.0.1,TCP,66,170496
480,19.979541,10.0.0.1,10.0.0.2,TCP,2962,29696
481,20.030453,10.0.0.1,10.0.0.2,TCP,2962,29696
482,20.08823,10.0.0.2,10.0.0.1,TCP,66,170496
483,20.12997,10.0.0.2,10.0.0.1,TCP,78,170496
484,20.150528,10.0.0.1,10.0.0.2,TCP,1514,29696
485,20.180796,10.0.0.2,10.0.0.1,TCP,78,170496
486,20.204325,10.0.0.1,10.0.0.2,TCP,2962,29696
487,20.243065,10.0.0.1,10.0.0.2,TCP,1514,29696
488,20.301047,10.0.0.2,10.0.0.1,TCP,78,170496
489,20.354688,10.0.0.2,10.0.0.1,TCP,78,170496
490,20.364259,10.0.0.1,10.0.0.2,TCP,1514,29696
491,20.394917,10.0.0.2,10.0.0.1,TCP,66,170496
492,20.42921,10.0.0.1,10.0.0.2,TCP,2962,29696
493,20.457588,10.0.0.1,10.0.0.2,TCP,1514,29696
494,20.514791,10.0.0.2,10.0.0.1,TCP,66,170496
495,20.579663,10.0.0.2,10.0.0.1,TCP,66,170496
496,20.589149,10.0.0.1,10.0.0.2,TCP,2962,29696
497,20.608046,10.0.0.2,10.0.0.1,TCP,66,170496
498,20.654005,10.0.0.1,10.0.0.2,TCP,2962,29696
499,20.670301,10.0.0.1,10.0.0.2,TCP,1514,29696
500,20.740553,10.0.0.2,10.0.0.1,TCP,66,170496
501,20.802789,10.0.0.1,10.0.0.2,TCP,1514,29696
502,20.804964,10.0.0.2,10.0.0.1,TCP,66,170496
503,20.821003,10.0.0.2,10.0.0.1,TCP,66,170496
504,20.827122,10.0.0.1,10.0.0.2,TCP,2962,29696
505,20.879451,10.0.0.1,10.0.0.2,TCP,2962,29696
506,20.891583,10.0.0.1,10.0.0.2,TCP,1514,29696
507,20.953789,10.0.0.2,10.0.0.1,TCP,66,170496
508,20.978948,10.0.0.2,10.0.0.1,TCP,66,170496
509,21.016697,10.0.0.1,10.0.0.2,TCP,1514,29696
510,21.030309,10.0.0.2,10.0.0.1,TCP,66,170496
511,21.042394,10.0.0.2,10.0.0.1,TCP,66,170496
512,21.104639,10.0.0.1,10.0.0.2,TCP,2962,29696
513,21.116794,10.0.0.1,10.0.0.2,TCP,1514,29696
514,21.167025,10.0.0.2,10.0.0.1,TCP,66,170496
515,21.229242,10.0.0.1,10.0.0.2,TCP,1514,29696
516,21.255198,10.0.0.2,10.0.0.1,TCP,78,170496
517,21.267216,10.0.0.2,10.0.0.1,TCP,78,170496
518,21.317494,10.0.0.1,10.0.0.2,TCP,1514,29696
519,21.329613,10.0.0.1,10.0.0.2,TCP,1514,29696
520,21.379775,10.0.0.2,10.0.0.1,TCP,78,170496
521,21.442147,10.0.0.1,10.0.0.2,TCP,1514,29696
522,21.468012,10.0.0.2,10.0.0.1,TCP,78,170496
523,21.480779,10.0.0.2,10.0.0.1,TCP,66,170496
524,21.530292,10.0.0.1,10.0.0.2,TCP,1514,29696
525,21.542978,10.0.0.1,10.0.0.2,TCP,1514,29696
526,21.592598,10.0.0.2,10.0.0.1,TCP,78,170496
527,21.680688,10.0.0.2,10.0.0.1,TCP,78,170496
528,21.694364,10.0.0.2,10.0.0.1,TCP,78,170496
529,21.742944,10.0.0.1,10.0.0.2,TCP,1514,29696
530,21.755052,10.0.0.1,10.0.0.2,TCP,1514,29696
531,21.768554,10.0.0.1,10.0.0.2,TCP,1514,29696
532,21.894501,10.0.0.2,10.0.0.1,TCP,86,170496
533,21.90548,10.0.0.2,10.0.0.1,TCP,78,170496
534,21.920258,10.0.0.2,10.0.0.1,TCP,78,170496
535,21.983333,10.0.0.1,10.0.0.2,TCP,1514,29696
536,22.133856,10.0.0.2,10.0.0.1,TCP,66,170496
537,22.197118,10.0.0.1,10.0.0.2,TCP,1514,29696
538,22.347845,10.0.0.2,10.0.0.1,TCP,78,170496
539,22.410111,10.0.0.1,10.0.0.2,TCP,1514,29696
540,22.560844,10.0.0.2,10.0.0.1,TCP,78,170496
541,22.623112,10.0.0.1,10.0.0.2,TCP,1514,29696
542,22.773705,10.0.0.2,10.0.0.1,TCP,78,170496
543,22.827287,10.0.0.1,10.0.0.2,TCP,1514,29696
544,22.840222,10.0.0.1,10.0.0.2,TCP,1514,29696
545,22.978349,10.0.0.2,10.0.0.1,TCP,66,170496
546,22.991082,10.0.0.2,10.0.0.1,TCP,66,170496
547,23.040611,10.0.0.1,10.0.0.2,TCP,1514,29696
548,23.05332,10.0.0.1,10.0.0.2,TCP,1514,29696
549,23.06549,10.0.0.1,10.0.0.2,TCP,1514,29696
550,23.192385,10.0.0.2,10.0.0.1,TCP,66,170496
551,23.204749,10.0.0.2,10.0.0.1,TCP,66,170496
552,23.216821,10.0.0.2,10.0.0.1,TCP,66,170496
553,23.25462,10.0.0.1,10.0.0.2,TCP,1514,29696
554,23.267045,10.0.0.1,10.0.0.2,TCP,1514,29696
555,23.279095,10.0.0.1,10.0.0.2,TCP,1514,29696
556,23.405443,10.0.0.2,10.0.0.1,TCP,66,170496
557,23.417674,10.0.0.2,10.0.0.1,TCP,66,170496
558,23.42952,10.0.0.2,10.0.0.1,TCP,66,170496
559,23.467945,10.0.0.1,10.0.0.2,TCP,1514,29696
560,23.479962,10.0.0.1,10.0.0.2,TCP,1514,29696
561,23.493048,10.0.0.1,10.0.0.2,TCP,1514,29696
562,23.619915,10.0.0.2,10.0.0.1,TCP,66,170496
563,23.630511,10.0.0.2,10.0.0.1,TCP,66,170496
564,23.643454,10.0.0.2,10.0.0.1,TCP,66,170496
565,23.688048,10.0.0.1,10.0.0.2,TCP,2097,29696
566,23.839427,10.0.0.2,10.0.0.1,TCP,66,170496
567,23.839577,10.0.0.2,10.0.0.1,TCP,66,170496
568,23.891319,10.0.0.1,10.0.0.2,TCP,66,29696
