No.,Time,Source,Destination,Protocol,Length,Win
57,0.985312,10.0.0.3,10.0.0.2,TCP,2962,29696
58,0.990337,10.0.0.2,10.0.0.3,TCP,66,156672
59,1.00954,10.0.0.3,10.0.0.2,TCP,2962,29696
60,1.014548,10.0.0.2,10.0.0.3,TCP,66,162304
61,1.033955,10.0.0.3,10.0.0.2,TCP,2962,29696
62,1.040222,10.0.0.2,10.0.0.3,TCP,66,168448
63,1.05103,10.0.0.3,10.0.0.2,TCP,2098,29696
64,1.063023,10.0.0.2,10.0.0.3,TCP,66,170496
65,1.075461,10.0.0.3,10.0.0.2,TCP,2962,29696
66,1.087271,10.0.0.2,10.0.0.3,TCP,66,170496
67,1.099629,10.0.0.3,10.0.0.2,TCP,2962,29696
68,1.111964,10.0.0.2,10.0.0.3,TCP,66,170496
69,1.123739,10.0.0.3,10.0.0.2,TCP,2962,29696
70,1.135966,10.0.0.2,10.0.0.3,TCP,66,170496
71,1.147929,10.0.0.3,10.0.0.2,TCP,2962,29696
72,1.161169,10.0.0.2,10.0.0.3,TCP,66,170496
73,1.172332,10.0.0.3,10.0.0.2,TCP,2962,29696
74,1.184591,10.0.0.2,10.0.0.3,TCP,66,170496
75,1.196719,10.0.0.3,10.0.0.2,TCP,2962,29696
76,1.201457,10.0.0.2,10.0.0.3,TCP,66,170496
77,1.220585,10.0.0.3,10.0.0.2,TCP,2962,29696
78,1.226004,10.0.0.2,10.0.0.3,TCP,66,170496
79,1.245159,10.0.0.3,10.0.0.2,TCP,2962,29696
80,1.250983,10.0.0.2,10.0.0.3,TCP,66,170496
81,1.26904,10.0.0.3,10.0.0.2,TCP,2962,29696
82,1.275382,10.0.0.2,10.0.0.3,TCP,66,170496
83,1.293311,10.0.0.3,10.0.0.2,TCP,2962,29696
84,1.298253,10.0.0.2,10.0.0.3,TCP,66,170496
85,1.317719,10.0.0.3,10.0.0.2,TCP,2962,29696
86,1.322762,10.0.0.2,10.0.0.3,TCP,66,170496
87,1.342734,10.0.0.3,10.0.0.2,TCP,2962,29696
88,1.348143,10.0.0.2,10.0.0.3,TCP,66,176640
89,1.365967,10.0.0.3,10.0.0.2,TCP,2962,29696
90,1.378546,10.0.0.2,10.0.0.3,TCP,66,180224
91,1.39019,10.0.0.3,10.0.0.2,TCP,2962,29696
92,1.414415,10.0.0.3,10.0.0.2,TCP,2962,29696
93,1.42705,10.0.0.2,10.0.0.3,TCP,66,180224
94,1.438659,10.0.0.3,10.0.0.2,TCP,2962,29696
95,1.463299,10.0.0.3,10.0.0.2,TCP,2962,29696
96,1.475983,10.0.0.2,10.0.0.3,TCP,66,180224
97,1.487467,10.0.0.3,10.0.0.2,TCP,2962,29696
98,1.511548,10.0.0.3,10.0.0.2,TCP,2962,29696
99,1.511759,10.0.0.2,10.0.0.3,TCP,66,180224
100,1.535526,10.0.0.3,10.0.0.2,TCP,2962,29696
101,1.559757,10.0.0.3,10.0.0.2,TCP,2962,29696
102,1.572377,10.0.0.2,10.0.0.3,TCP,66,180224
103,1.584228,10.0.0.3,10.0.0.2,TCP,2962,29696
104,1.5968,10.0.0.2,10.0.0.3,TCP,66,180224
105,1.608215,10.0.0.3,10.0.0.2,TCP,2962,29696
106,1.622216,10.0.0.2,10.0.0.3,TCP,66,180224
107,1.632501,10.0.0.3,10.0.0.2,TCP,2962,29696
108,1.646072,10.0.0.2,10.0.0.3,TCP,66,180224
109,1.656641,10.0.0.3,10.0.0.2,TCP,2962,29696
110,1.66929,10.0.0.2,10.0.0.3,TCP,66,180224
111,1.68122,10.0.0.3,10.0.0.2,TCP,2962,29696
112,1.693743,10.0.0.2,10.0.0.3,TCP,66,180224
113,1.705104,10.0.0.3,10.0.0.2,TCP,2962,29696
114,1.729323,10.0.0.3,10.0.0.2,TCP,2962,29696
115,1.741938,10.0.0.2,10.0.0.3,TCP,66,180224
116,1.753651,10.0.0.3,10.0.0.2,TCP,2962,29696
117,1.777816,10.0.0.3,10.0.0.2,TCP,2962,29696
118,1.790536,10.0.0.2,10.0.0.3,TCP,66,180224
119,1.802963,10.0.0.3,10.0.0.2,TCP,2962,29696
120,1.815345,10.0.0.2,10.0.0.3,TCP,66,180224
121,1.826465,10.0.0.3,10.0.0.2,TCP,2962,29696
122,1.850461,10.0.0.3,10.0.0.2,TCP,2962,29696
123,1.863496,10.0.0.2,10.0.0.3,TCP,66,180224
124,1.874984,10.0.0.3,10.0.0.2,TCP,2962,29696
125,1.888562,10.0.0.2,10.0.0.3,TCP,66,180224
126,1.899846,10.0.0.3,10.0.0.2,TCP,2962,29696
127,1.923083,10.0.0.3,10.0.0.2,TCP,2962,29696
128,1.923576,10.0.0.2,10.0.0.3,TCP,66,180224
129,1.947324,10.0.0.3,10.0.0.2,TCP,2962,29696
130,1.947807,10.0.0.2,10.0.0.3,TCP,66,180224
131,1.971642,10.0.0.3,10.0.0.2,TCP,2962,29696
132,1.996708,10.0.0.3,10.0.0.2,TCP,2962,29696
133,2.008322,10.0.0.2,10.0.0.3,TCP,66,180224
134,2.021044,10.0.0.3,10.0.0.2,TCP,2962,29696
135,2.033408,10.0.0.2,10.0.0.3,TCP,66,180224
136,2.044251,10.0.0.3,10.0.0.2,TCP,2962,29696
137,2.056795,10.0.0.2,10.0.0.3,TCP,66,180224
138,2.068472,10.0.0.3,10.0.0.2,TCP,2962,29696
139,2.082947,10.0.0.2,10.0.0.3,TCP,66,180224
140,2.092846,10.0.0.3,10.0.0.2,TCP,2962,29696
141,2.104873,10.0.0.3,10.0.0.2,TCP,1514,29696
142,2.105235,10.0.0.2,10.0.0.3,TCP,66,180224
143,2.129479,10.0.0.3,10.0.0.2,TCP,2962,29696
144,2.129782,10.0.0.2,10.0.0.3,TCP,66,180224
145,2.153204,10.0.0.3,10.0.0.2,TCP,2962,29696
146,2.153701,10.0.0.2,10.0.0.3,TCP,66,180224
147,2.177439,10.0.0.3,10.0.0.2,TCP,2962,29696
148,2.202013,10.0.0.3,10.0.0.2,TCP,2962,29696
149,2.20269,10.0.0.2,10.0.0.3,TCP,66,180224
150,2.226977,10.0.0.3,10.0.0.2,TCP,2962,29696
151,2.227012,10.0.0.2,10.0.0.3,TCP,66,180224
152,2.250105,10.0.0.3,10.0.0.2,TCP,2962,29696
153,2.274345,10.0.0.3,10.0.0.2,TCP,2962,29696
154,2.274841,10.0.0.2,10.0.0.3,TCP,66,180224
155,2.298556,10.0.0.3,10.0.0.2,TCP,2962,29696
156,2.299974,10.0.0.2,10.0.0.3,TCP,66,180224
157,2.323606,10.0.0.3,10.0.0.2,TCP,2962,29696
158,2.323628,10.0.0.2,10.0.0.3,TCP,66,180224
159,2.347052,10.0.0.3,10.0.0.2,TCP,2962,29696
160,2.37123,10.0.0.3,10.0.0.2,TCP,2962,29696
161,2.373736,10.0.0.2,10.0.0.3,TCP,66,180224
162,2.395453,10.0.0.3,10.0.0.2,TCP,2962,29696
163,2.396,10.0.0.2,10.0.0.3,TCP,66,180224
164,2.419763,10.0.0.3,10.0.0.2,TCP,2962,29696
165,2.420289,10.0.0.2,10.0.0.3,TCP,66,180224
166,2.448069,10.0.0.3,10.0.0.2,TCP,2962,29696
167,2.456733,10.0.0.2,10.0.0.3,TCP,66,180224
168,2.472349,10.0.0.3,10.0.0.2,TCP,2962,29696
169,2.481065,10.0.0.2,10.0.0.3,TCP,66,180224
170,2.496593,10.0.0.3,10.0.0.2,TCP,2962,29696
171,2.505,10.0.0.2,10.0.0.3,TCP,66,180224
172,2.53106,10.0.0.3,10.0.0.2,TCP,2962,29696
173,2.555417,10.0.0.3,10.0.0.2,TCP,2962,29696
174,2.567546,10.0.0.2,10.0.0.3,TCP,66,180224
175,2.579643,10.0.0.3,10.0.0.2,TCP,2962,29696
176,2.602336,10.0.0.2,10.0.0.3,TCP,66,180224
177,2.639309,10.0.0.2,10.0.0.3,TCP,66,180224
178,2.641901,10.0.0.3,10.0.0.2,TCP,2962,29696
179,2.662441,10.0.0.2,10.0.0.3,TCP,66,180224
180,2.67678,10.0.0.3,10.0.0.2,TCP,2962,29696
181,2.68662,10.0.0.2,10.0.0.3,TCP,66,180224
182,2.711415,10.0.0.2,10.0.0.3,TCP,66,180224
183,2.713795,10.0.0.3,10.0.0.2,TCP,2962,29696
184,2.735064,10.0.0.2,10.0.0.3,TCP,66,180224
185,2.737972,10.0.0.3,10.0.0.2,TCP,2962,29696
186,2.759262,10.0.0.2,10.0.0.3,TCP,66,180224
187,2.762192,10.0.0.3,10.0.0.2,TCP,2962,29696
188,2.784051,10.0.0.2,10.0.0.3,TCP,66,180224
189,2.786748,10.0.0.3,10.0.0.2,TCP,2962,29696
190,2.8079,10.0.0.2,10.0.0.3,TCP,66,180224
191,2.810662,10.0.0.3,10.0.0.2,TCP,2962,29696
192,2.83415,10.0.0.2,10.0.0.3,TCP,66,180224
193,2.834897,10.0.0.3,10.0.0.2,TCP,2962,29696
194,2.859137,10.0.0.3,10.0.0.2,TCP,2962,29696
195,2.868299,10.0.0.2,10.0.0.3,TCP,66,180224
196,2.883319,10.0.0.3,10.0.0.2,TCP,2962,29696
197,2.892918,10.0.0.2,10.0.0.3,TCP,66,180224
198,2.895446,10.0.0.3,10.0.0.2,TCP,1514,29696
199,2.917772,10.0.0.2,10.0.0.3,TCP,66,180224
200,2.919638,10.0.0.3,10.0.0.2,TCP,2962,29696
201,2.941742,10.0.0.2,10.0.0.3,TCP,66,180224
202,2.945254,10.0.0.3,10.0.0.2,TCP,2962,29696
203,2.96969,10.0.0.3,10.0.0.2,TCP,2962,29696
204,2.989503,10.0.0.2,10.0.0.3,TCP,66,180224
205,2.992332,10.0.0.3,10.0.0.2,TCP,2962,29696
206,3.004453,10.0.0.3,10.0.0.2,TCP,1514,29696
207,3.01364,10.0.0.2,10.0.0.3,TCP,66,180224
208,3.028646,10.0.0.3,10.0.0.2,TCP,2962,29696
209,3.037967,10.0.0.2,10.0.0.3,TCP,66,180224
210,3.052906,10.0.0.3,10.0.0.2,TCP,2962,29696
211,3.074211,10.0.0.2,10.0.0.3,TCP,66,180224
212,3.078055,10.0.0.3,10.0.0.2,TCP,2962,29696
213,3.098687,10.0.0.2,10.0.0.3,TCP,66,180224
214,3.101392,10.0.0.3,10.0.0.2,TCP,2962,29696
215,3.123583,10.0.0.2,10.0.0.3,TCP,66,180224
216,3.125869,10.0.0.3,10.0.0.2,TCP,2962,29696
217,3.149809,10.0.0.3,10.0.0.2,TCP,2962,29696
218,3.159105,10.0.0.2,10.0.0.3,TCP,66,180224
219,3.174034,10.0.0.3,10.0.0.2,TCP,2962,29696
220,3.195375,10.0.0.2,10.0.0.3,TCP,66,180224
221,3.198231,10.0.0.3,10.0.0.2,TCP,2962,29696
222,3.219594,10.0.0.2,10.0.0.3,TCP,66,180224
223,3.233516,10.0.0.3,10.0.0.2,TCP,2962,29696
224,3.243823,10.0.0.2,10.0.0.3,TCP,66,180224
225,3.268962,10.0.0.2,10.0.0.3,TCP,66,180224
226,3.269701,10.0.0.3,10.0.0.2,TCP,2962,29696
227,3.292378,10.0.0.2,10.0.0.3,TCP,66,180224
228,3.293954,10.0.0.3,10.0.0.2,TCP,2962,29696
229,3.316506,10.0.0.2,10.0.0.3,TCP,66,180224
230,3.318582,10.0.0.3,10.0.0.2,TCP,2962,29696
231,3.341442,10.0.0.2,10.0.0.3,TCP,66,180224
232,3.343527,10.0.0.3,10.0.0.2,TCP,2962,29696
233,3.365361,10.0.0.2,10.0.0.3,TCP,66,180224
234,3.367555,10.0.0.3,10.0.0.2,TCP,2962,29696
235,3.390239,10.0.0.2,10.0.0.3,TCP,66,180224
236,3.391725,10.0.0.3,10.0.0.2,TCP,2962,29696
237,3.416024,10.0.0.3,10.0.0.2,TCP,2962,29696
238,3.438162,10.0.0.2,10.0.0.3,TCP,66,180224
239,3.440176,10.0.0.3,10.0.0.2,TCP,2962,29696
240,3.461978,10.0.0.2,10.0.0.3,TCP,66,180224
241,3.46455,10.0.0.3,10.0.0.2,TCP,2962,29696
242,3.486919,10.0.0.2,10.0.0.3,TCP,66,180224
243,3.511089,10.0.0.2,10.0.0.3,TCP,66,180224
244,3.512912,10.0.0.3,10.0.0.2,TCP,2962,29696
245,3.537149,10.0.0.3,10.0.0.2,TCP,2962,29696
246,3.558868,10.0.0.2,10.0.0.3,TCP,66,180224
247,3.561258,10.0.0.3,10.0.0.2,TCP,2962,29696
248,3.582948,10.0.0.2,10.0.0.3,TCP,66,180224
249,3.585617,10.0.0.3,10.0.0.2,TCP,2962,29696
250,3.597638,10.0.0.3,10.0.0.2,TCP,1514,29696
251,3.607241,10.0.0.2,10.0.0.3,TCP,66,180224
252,3.632169,10.0.0.2,10.0.0.3,TCP,66,180224
253,3.633222,10.0.0.3,10.0.0.2,TCP,2962,29696
254,3.65746,10.0.0.3,10.0.0.2,TCP,2962,29696
255,3.667765,10.0.0.2,10.0.0.3,TCP,66,180224
256,3.681654,10.0.0.3,10.0.0.2,TCP,2962,29696
257,3.691942,10.0.0.2,10.0.0.3,TCP,66,180224
258,3.706521,10.0.0.3,10.0.0.2,TCP,2962,29696
259,3.717689,10.0.0.2,10.0.0.3,TCP,66,180224
260,3.718625,10.0.0.3,10.0.0.2,TCP,1514,29696
261,3.741325,10.0.0.2,10.0.0.3,TCP,66,180224
262,3.743614,10.0.0.3,10.0.0.2,TCP,2962,29696
263,3.768009,10.0.0.3,10.0.0.2,TCP,2962,29696
264,3.776764,10.0.0.2,10.0.0.3,TCP,66,180224
265,3.792081,10.0.0.3,10.0.0.2,TCP,2962,29696
266,3.81626,10.0.0.3,10.0.0.2,TCP,2962,29696
267,3.826344,10.0.0.2,10.0.0.3,TCP,66,180224
268,3.850324,10.0.0.2,10.0.0.3,TCP,66,180224
269,3.851459,10.0.0.3,10.0.0.2,TCP,2962,29696
270,3.87412,10.0.0.2,10.0.0.3,TCP,66,180224
271,3.897819,10.0.0.2,10.0.0.3,TCP,66,180224
272,3.900717,10.0.0.3,10.0.0.2,TCP,2962,29696
273,3.922647,10.0.0.2,10.0.0.3,TCP,66,180224
274,3.925355,10.0.0.3,10.0.0.2,TCP,2962,29696
275,3.947191,10.0.0.2,10.0.0.3,TCP,66,180224
276,3.949116,10.0.0.3,10.0.0.2,TCP,2962,29696
277,3.971378,10.0.0.2,10.0.0.3,TCP,66,180224
278,3.973339,10.0.0.3,10.0.0.2,TCP,2962,29696
279,3.995329,10.0.0.2,10.0.0.3,TCP,66,180224
280,3.997573,10.0.0.3,10.0.0.2,TCP,2962,29696
281,4.019049,10.0.0.2,10.0.0.3,TCP,66,180224
282,4.022698,10.0.0.3,10.0.0.2,TCP,2962,29696
283,4.046857,10.0.0.3,10.0.0.2,TCP,2962,29696
284,4.055293,10.0.0.2,10.0.0.3,TCP,66,180224
285,4.071527,10.0.0.3,10.0.0.2,TCP,2962,29696
286,4.079797,10.0.0.2,10.0.0.3,TCP,66,180224
287,4.09449,10.0.0.3,10.0.0.2,TCP,2962,29696
288,4.103916,10.0.0.2,10.0.0.3,TCP,66,180224
289,4.12796,10.0.0.2,10.0.0.3,TCP,66,180224
290,4.12964,10.0.0.3,10.0.0.2,TCP,2962,29696
291,4.154477,10.0.0.3,10.0.0.2,TCP,2962,29696
292,4.164734,10.0.0.2,10.0.0.3,TCP,66,180224
293,4.178636,10.0.0.3,10.0.0.2,TCP,2962,29696
294,4.188498,10.0.0.2,10.0.0.3,TCP,66,180224
295,4.202817,10.0.0.3,10.0.0.2,TCP,2962,29696
296,4.212994,10.0.0.2,10.0.0.3,TCP,66,180224
297,4.238139,10.0.0.2,10.0.0.3,TCP,66,180224
298,4.239142,10.0.0.3,10.0.0.2,TCP,2962,29696
299,4.264746,10.0.0.3,10.0.0.2,TCP,2962,29696
300,4.285397,10.0.0.2,10.0.0.3,TCP,66,180224
301,4.287567,10.0.0.3,10.0.0.2,TCP,2962,29696
302,4.309656,10.0.0.2,10.0.0.3,TCP,66,180224
303,4.312471,10.0.0.3,10.0.0.2,TCP,2962,29696
304,4.324561,10.0.0.3,10.0.0.2,TCP,1514,29696
305,4.333975,10.0.0.2,10.0.0.3,TCP,66,180224
306,4.358262,10.0.0.2,10.0.0.3,TCP,66,180224
307,4.359743,10.0.0.3,10.0.0.2,TCP,2962,29696
308,4.383997,10.0.0.3,10.0.0.2,TCP,2962,29696
309,4.396523,10.0.0.2,10.0.0.3,TCP,66,180224
310,4.408225,10.0.0.3,10.0.0.2,TCP,2962,29696
311,4.432458,10.0.0.3,10.0.0.2,TCP,2962,29696
312,4.443207,10.0.0.2,10.0.0.3,TCP,66,180224
313,4.444555,10.0.0.3,10.0.0.2,TCP,1514,29696
314,4.468518,10.0.0.2,10.0.0.3,TCP,66,180224
315,4.468766,10.0.0.3,10.0.0.2,TCP,2962,29696
316,4.491286,10.0.0.2,10.0.0.3,TCP,66,180224
317,4.492992,10.0.0.3,10.0.0.2,TCP,2962,29696
318,4.515628,10.0.0.2,10.0.0.3,TCP,66,180224
319,4.517621,10.0.0.3,10.0.0.2,TCP,2962,29696
320,4.540829,10.0.0.2,10.0.0.3,TCP,66,180224
321,4.542886,10.0.0.3,10.0.0.2,TCP,2962,29696
322,4.564788,10.0.0.2,10.0.0.3,TCP,66,180224
323,4.567335,10.0.0.3,10.0.0.2,TCP,2962,29696
324,4.588194,10.0.0.2,10.0.0.3,TCP,66,180224
325,4.591329,10.0.0.3,10.0.0.2,TCP,2962,29696
326,4.612638,10.0.0.2,10.0.0.3,TCP,66,180224
327,4.615601,10.0.0.3,10.0.0.2,TCP,2962,29696
328,4.637508,10.0.0.2,10.0.0.3,TCP,66,180224
329,4.639794,10.0.0.3,10.0.0.2,TCP,2962,29696
330,4.66401,10.0.0.3,10.0.0.2,TCP,2962,29696
331,4.673007,10.0.0.2,10.0.0.3,TCP,66,180224
332,4.68826,10.0.0.3,10.0.0.2,TCP,2962,29696
333,4.697204,10.0.0.2,10.0.0.3,TCP,66,180224
334,4.712483,10.0.0.3,10.0.0.2,TCP,2962,29696
335,4.721538,10.0.0.2,10.0.0.3,TCP,66,180224
336,4.746619,10.0.0.2,10.0.0.3,TCP,66,180224
337,4.747325,10.0.0.3,10.0.0.2,TCP,2962,29696
338,4.770705,10.0.0.2,10.0.0.3,TCP,66,180224
339,4.771555,10.0.0.3,10.0.0.2,TCP,2962,29696
340,4.794126,10.0.0.2,10.0.0.3,TCP,66,180224
341,4.795858,10.0.0.3,10.0.0.2,TCP,2962,29696
342,4.81843,10.0.0.2,10.0.0.3,TCP,66,180224
343,4.821724,10.0.0.3,10.0.0.2,TCP,2962,29696
344,4.842721,10.0.0.2,10.0.0.3,TCP,66,180224
345,4.846547,10.0.0.3,10.0.0.2,TCP,2962,29696
346,4.869986,10.0.0.3,10.0.0.2,TCP,2962,29696
347,4.892466,10.0.0.2,10.0.0.3,TCP,66,180224
348,4.893804,10.0.0.3,10.0.0.2,TCP,2962,29696
349,4.915735,10.0.0.2,10.0.0.3,TCP,66,180224
350,4.918257,10.0.0.3,10.0.0.2,TCP,2962,29696
351,4.939919,10.0.0.2,10.0.0.3,TCP,66,180224
352,4.963776,10.0.0.2,10.0.0.3,TCP,66,180224
353,4.966962,10.0.0.3,10.0.0.2,TCP,2962,29696
354,4.991195,10.0.0.3,10.0.0.2,TCP,2962,29696
355,5.013051,10.0.0.2,10.0.0.3,TCP,66,180224
356,5.015952,10.0.0.3,10.0.0.2,TCP,2962,29696
357,5.027551,10.0.0.3,10.0.0.2,TCP,1514,29696
358,5.048469,10.0.0.2,10.0.0.3,TCP,66,180224
359,5.051741,10.0.0.3,10.0.0.2,TCP,2962,29696
360,5.087409,10.0.0.3,10.0.0.2,TCP,2962,29696
361,5.098117,10.0.0.2,10.0.0.3,TCP,66,180224
362,5.099525,10.0.0.3,10.0.0.2,TCP,1513,29696
363,5.122173,10.0.0.2,10.0.0.3,TCP,66,180224
364,5.146425,10.0.0.2,10.0.0.3,TCP,66,180224
365,5.169659,10.0.0.2,10.0.0.3,TCP,66,180224
366,5.195421,10.0.0.2,10.0.0.3,TCP,66,180224
367,5.21924,10.0.0.2,10.0.0.3,TCP,66,180224
368,5.24229,10.0.0.2,10.0.0.3,TCP,66,180224
369,5.267737,10.0.0.2,10.0.0.3,TCP,66,180224
370,5.29078,10.0.0.2,10.0.0.3,TCP,66,180224
371,5.327836,10.0.0.2,10.0.0.3,TCP,66,180224
372,5.35146,10.0.0.2,10.0.0.3,TCP,66,180224
373,5.37571,10.0.0.2,10.0.0.3,TCP,66,180224
374,5.4005,10.0.0.2,10.0.0.3,TCP,66,180224
375,5.424272,10.0.0.2,10.0.0.3,TCP,66,180224
376,5.448925,10.0.0.2,10.0.0.3,TCP,66,180224
377,5.472369,10.0.0.2,10.0.0.3,TCP,66,180224
378,5.496716,10.0.0.2,10.0.0.3,TCP,66,180224
379,5.532933,10.0.0.2,10.0.0.3,TCP,66,180224
380,5.557169,10.0.0.2,10.0.0.3,TCP,66,180224
381,5.581409,10.0.0.2,10.0.0.3,TCP,66,180224
382,5.618869,10.0.0.2,10.0.0.3,TCP,66,180224
383,5.65405,10.0.0.2,10.0.0.3,TCP,66,180224
384,5.690617,10.0.0.2,10.0.0.3,TCP,66,180224
385,5.741265,10.0.0.3,10.0.0.2,TCP,66,29696
